ROUTE,DAY,DELAY
IAH-DTW,WED,4244
IAH-DTW,THU,4667
IAH-DTW,FRI,4449
IAH-DTW,SAT,5498
IAH-ECP,SUN,462
IAH-ECP,MON,540
IAH-ECP,TUE,772
IAH-ECP,WED,530
IAH-ECP,THU,339
IAH-ECP,FRI,900
IAH-ECP,SAT,153
IAH-EGE,SUN,281
IAH-EGE,MON,106
IAH-EGE,TUE,146
IAH-EGE,WED,133
IAH-EGE,THU,173
IAH-EGE,FRI,116
IAH-EGE,SAT,76
IAH-ELP,SUN,2153
IAH-ELP,MON,3311
IAH-ELP,TUE,2183
IAH-ELP,WED,2915
IAH-ELP,THU,1716
IAH-ELP,FRI,2069
IAH-ELP,SAT,1212
IAH-EWR,SUN,9578
IAH-EWR,MON,8650
IAH-EWR,TUE,8892
IAH-EWR,WED,8119
IAH-EWR,THU,8153
IAH-EWR,FRI,6215
IAH-EWR,SAT,7530
IAH-FLL,SUN,4498
IAH-FLL,MON,3133
IAH-FLL,TUE,4028
IAH-FLL,WED,4658
IAH-FLL,THU,4630
IAH-FLL,FRI,3896
IAH-FLL,SAT,3456
IAH-GJT,SUN,220
IAH-GJT,MON,382
IAH-GJT,TUE,85
IAH-GJT,WED,74
IAH-GJT,THU,194
IAH-GJT,FRI,269
IAH-GJT,SAT,153
IAH-GPT,SUN,1503
IAH-GPT,MON,1252
IAH-GPT,TUE,1525
IAH-GPT,WED,1757
IAH-GPT,THU,1970
IAH-GPT,FRI,1882
IAH-GPT,SAT,1105
IAH-GRK,SUN,1173
IAH-GRK,MON,867
IAH-GRK,TUE,1178
IAH-GRK,WED,1017
IAH-GRK,THU,889
IAH-GRK,FRI,802
IAH-GRK,SAT,228
IAH-GRR,SUN,547
IAH-GRR,MON,208
IAH-GRR,TUE,518
IAH-GRR,WED,330
IAH-GRR,THU,375
IAH-GRR,FRI,508
IAH-GRR,SAT,257
IAH-GSP,SUN,1257
IAH-GSP,MON,868
IAH-GSP,TUE,468
IAH-GSP,WED,593
IAH-GSP,THU,726
IAH-GSP,FRI,713
IAH-GSP,SAT,655
IAH-GUC,SUN,373
IAH-GUC,MON,20
IAH-GUC,TUE,0
IAH-GUC,WED,399
IAH-GUC,THU,16
IAH-GUC,FRI,0
IAH-GUC,SAT,334
IAH-HDN,SUN,139
IAH-HDN,MON,243
IAH-HDN,TUE,245
IAH-HDN,WED,186
IAH-HDN,THU,302
IAH-HDN,FRI,95
IAH-HDN,SAT,371
IAH-HNL,SUN,1772
IAH-HNL,MON,1548
IAH-HNL,TUE,622
IAH-HNL,WED,836
IAH-HNL,THU,641
IAH-HNL,FRI,1050
IAH-HNL,SAT,964
IAH-HOB,SUN,673
IAH-HOB,MON,721
IAH-HOB,TUE,820
IAH-HOB,WED,891
IAH-HOB,THU,1040
IAH-HOB,FRI,478
IAH-HOB,SAT,165
IAH-HRL,SUN,1745
IAH-HRL,MON,948
IAH-HRL,TUE,1041
IAH-HRL,WED,1306
IAH-HRL,THU,1769
IAH-HRL,FRI,818
IAH-HRL,SAT,767
IAH-HSV,SUN,1186
IAH-HSV,MON,1298
IAH-HSV,TUE,1314
IAH-HSV,WED,717
IAH-HSV,THU,1521
IAH-HSV,FRI,1128
IAH-HSV,SAT,478
IAH-IAD,SUN,2266
IAH-IAD,MON,3811
IAH-IAD,TUE,3517
IAH-IAD,WED,2511
IAH-IAD,THU,1875
IAH-IAD,FRI,1464
IAH-IAD,SAT,2813
IAH-ICT,SUN,1307
IAH-ICT,MON,1198
IAH-ICT,TUE,1841
IAH-ICT,WED,1388
IAH-ICT,THU,1649
IAH-ICT,FRI,1079
IAH-ICT,SAT,530
IAH-IND,SUN,1197
IAH-IND,MON,1284
IAH-IND,TUE,2186
IAH-IND,WED,1808
IAH-IND,THU,1972
IAH-IND,FRI,1543
IAH-IND,SAT,811
IAH-ISN,SUN,193
IAH-ISN,MON,203
IAH-ISN,TUE,264
IAH-ISN,WED,93
IAH-ISN,THU,179
IAH-ISN,FRI,341
IAH-ISN,SAT,100
IAH-JAC,SUN,327
IAH-JAC,MON,280
IAH-JAC,TUE,275
IAH-JAC,WED,103
IAH-JAC,THU,38
IAH-JAC,FRI,94
IAH-JAC,SAT,293
IAH-JAN,SUN,2445
IAH-JAN,MON,2143
IAH-JAN,TUE,2483
IAH-JAN,WED,2701
IAH-JAN,THU,2822
IAH-JAN,FRI,2183
IAH-JAN,SAT,1037
IAH-JAX,SUN,1879
IAH-JAX,MON,1173
IAH-JAX,TUE,2403
IAH-JAX,WED,1209
IAH-JAX,THU,1033
IAH-JAX,FRI,1408
IAH-JAX,SAT,892
IAH-LAS,SUN,7378
IAH-LAS,MON,8478
IAH-LAS,TUE,4714
IAH-LAS,WED,4673
IAH-LAS,THU,5900
IAH-LAS,FRI,5584
IAH-LAS,SAT,4839
IAH-LAX,SUN,12708
IAH-LAX,MON,14687
IAH-LAX,TUE,12813
IAH-LAX,WED,14433
IAH-LAX,THU,13552
IAH-LAX,FRI,11222
IAH-LAX,SAT,13038
IAH-LBB,SUN,954
IAH-LBB,MON,2341
IAH-LBB,TUE,802
IAH-LBB,WED,928
IAH-LBB,THU,1146
IAH-LBB,FRI,1053
IAH-LBB,SAT,776
IAH-LCH,SUN,1377
IAH-LCH,MON,856
IAH-LCH,TUE,1006
IAH-LCH,WED,1019
IAH-LCH,THU,959
IAH-LCH,FRI,782
IAH-LCH,SAT,380
IAH-LEX,SUN,113
IAH-LEX,MON,325
IAH-LEX,TUE,220
IAH-LEX,WED,285
IAH-LEX,THU,304
IAH-LEX,FRI,295
IAH-LEX,SAT,189
IAH-LFT,SUN,2531
IAH-LFT,MON,2405
IAH-LFT,TUE,2566
IAH-LFT,WED,3094
IAH-LFT,THU,3774
IAH-LFT,FRI,2243
IAH-LFT,SAT,2105
IAH-LGA,SUN,4188
IAH-LGA,MON,8887
IAH-LGA,TUE,7695
IAH-LGA,WED,6459
IAH-LGA,THU,6671
IAH-LGA,FRI,6788
IAH-LGA,SAT,1560
IAH-LIT,SUN,2896
IAH-LIT,MON,1967
IAH-LIT,TUE,2024
IAH-LIT,WED,2733
IAH-LIT,THU,1995
IAH-LIT,FRI,1529
IAH-LIT,SAT,2158
IAH-LRD,SUN,674
IAH-LRD,MON,1129
IAH-LRD,TUE,1199
IAH-LRD,WED,1106
IAH-LRD,THU,831
IAH-LRD,FRI,901
IAH-LRD,SAT,419
IAH-MAF,SUN,2545
IAH-MAF,MON,2923
IAH-MAF,TUE,2464
IAH-MAF,WED,3653
IAH-MAF,THU,2759
IAH-MAF,FRI,2134
IAH-MAF,SAT,1576
IAH-MCI,SUN,3164
IAH-MCI,MON,3867
IAH-MCI,TUE,1781
IAH-MCI,WED,1963
IAH-MCI,THU,2928
IAH-MCI,FRI,2996
IAH-MCI,SAT,1327
IAH-MCO,SUN,8688
IAH-MCO,MON,6294
IAH-MCO,TUE,5937
IAH-MCO,WED,7455
IAH-MCO,THU,7307
IAH-MCO,FRI,6423
IAH-MCO,SAT,6888
IAH-MEM,SUN,2555
IAH-MEM,MON,2408
IAH-MEM,TUE,3346
IAH-MEM,WED,2890
IAH-MEM,THU,2038
IAH-MEM,FRI,2480
IAH-MEM,SAT,1189
IAH-MFE,SUN,4751
IAH-MFE,MON,2557
IAH-MFE,TUE,2331
IAH-MFE,WED,4821
IAH-MFE,THU,2729
IAH-MFE,FRI,3262
IAH-MFE,SAT,2152
IAH-MIA,SUN,7695
IAH-MIA,MON,7094
IAH-MIA,TUE,4904
IAH-MIA,WED,4914
IAH-MIA,THU,5956
IAH-MIA,FRI,5549
IAH-MIA,SAT,5412
IAH-MKE,SUN,1899
IAH-MKE,MON,2084
IAH-MKE,TUE,1349
IAH-MKE,WED,1279
IAH-MKE,THU,1796
IAH-MKE,FRI,971
IAH-MKE,SAT,917
IAH-MLU,SUN,656
IAH-MLU,MON,796
IAH-MLU,TUE,1434
IAH-MLU,WED,715
IAH-MLU,THU,427
IAH-MLU,FRI,493
IAH-MLU,SAT,182
IAH-MOB,SUN,1748
IAH-MOB,MON,1872
IAH-MOB,TUE,1942
IAH-MOB,WED,1980
IAH-MOB,THU,2439
IAH-MOB,FRI,1442
IAH-MOB,SAT,953
IAH-MSN,SUN,0
IAH-MSP,SUN,3924
IAH-MSP,MON,3241
IAH-MSP,TUE,3051
IAH-MSP,WED,4100
IAH-MSP,THU,2301
IAH-MSP,FRI,2630
IAH-MSP,SAT,1427
IAH-MSY,SUN,4758
IAH-MSY,MON,6126
IAH-MSY,TUE,6495
IAH-MSY,WED,4344
IAH-MSY,THU,6863
IAH-MSY,FRI,4891
IAH-MSY,SAT,5036
IAH-MTJ,SUN,58
IAH-MTJ,MON,77
IAH-MTJ,TUE,194
IAH-MTJ,WED,333
IAH-MTJ,THU,77
IAH-MTJ,FRI,66
IAH-MTJ,SAT,491
IAH-OAK,SUN,698
IAH-OAK,MON,623
IAH-OAK,TUE,474
IAH-OAK,WED,873
IAH-OAK,THU,600
IAH-OAK,FRI,522
IAH-OAK,SAT,235
IAH-OKC,SUN,1849
IAH-OKC,MON,1622
IAH-OKC,TUE,2023
IAH-OKC,WED,1502
IAH-OKC,THU,1485
IAH-OKC,FRI,972
IAH-OKC,SAT,650
IAH-OMA,SUN,1873
IAH-OMA,MON,1716
IAH-OMA,TUE,1343
IAH-OMA,WED,1987
IAH-OMA,THU,1858
IAH-OMA,FRI,1446
IAH-OMA,SAT,653
IAH-ONT,SUN,1096
IAH-ONT,MON,1132
IAH-ONT,TUE,912
IAH-ONT,WED,880
IAH-ONT,THU,750
IAH-ONT,FRI,1073
IAH-ONT,SAT,665
IAH-ORD,SUN,14284
IAH-ORD,MON,14719
IAH-ORD,TUE,10976
IAH-ORD,WED,10502
IAH-ORD,THU,11163
IAH-ORD,FRI,10148
IAH-ORD,SAT,8476
IAH-ORF,SUN,809
IAH-ORF,MON,516
IAH-ORF,TUE,565
IAH-ORF,WED,742
IAH-ORF,THU,603
IAH-ORF,FRI,286
IAH-ORF,SAT,378
IAH-PBI,SUN,1586
IAH-PBI,MON,630
IAH-PBI,TUE,635
IAH-PBI,WED,675
IAH-PBI,THU,759
IAH-PBI,FRI,569
IAH-PBI,SAT,431
IAH-PDX,SUN,1610
IAH-PDX,MON,1118
IAH-PDX,TUE,1338
IAH-PDX,WED,1268
IAH-PDX,THU,936
IAH-PDX,FRI,618
IAH-PDX,SAT,1184
IAH-PHL,SUN,4917
IAH-PHL,MON,4172
IAH-PHL,TUE,7673
IAH-PHL,WED,6068
IAH-PHL,THU,4621
IAH-PHL,FRI,4062
IAH-PHL,SAT,2677
IAH-PHX,SUN,6863
IAH-PHX,MON,5313
IAH-PHX,TUE,6410
IAH-PHX,WED,6184
IAH-PHX,THU,5454
IAH-PHX,FRI,7205
IAH-PHX,SAT,5075
IAH-PIA,SUN,361
IAH-PIA,MON,299
IAH-PIA,TUE,180
IAH-PIA,WED,238
IAH-PIA,THU,515
IAH-PIA,FRI,303
IAH-PIA,SAT,116
IAH-PIT,SUN,1565
IAH-PIT,MON,1827
IAH-PIT,TUE,1039
IAH-PIT,WED,1644
IAH-PIT,THU,1097
IAH-PIT,FRI,677
IAH-PIT,SAT,690
IAH-PNS,SUN,2100
IAH-PNS,MON,1747
IAH-PNS,TUE,1281
IAH-PNS,WED,1609
IAH-PNS,THU,1451
IAH-PNS,FRI,1662
IAH-PNS,SAT,1303
IAH-PSP,SUN,631
IAH-PSP,MON,386
IAH-PSP,TUE,574
IAH-PSP,WED,354
IAH-PSP,THU,467
IAH-PSP,FRI,453
IAH-PSP,SAT,307
IAH-RAP,SUN,39
IAH-RAP,SAT,0
IAH-RDU,SUN,324
IAH-RDU,MON,269
IAH-RDU,TUE,379
IAH-RDU,WED,673
IAH-RDU,THU,971
IAH-RDU,FRI,509
IAH-RDU,SAT,1498
IAH-RIC,SUN,673
IAH-RIC,MON,1219
IAH-RIC,TUE,1118
IAH-RIC,WED,1272
IAH-RIC,THU,896
IAH-RIC,FRI,1014
IAH-RIC,SAT,591
IAH-RNO,SUN,92
IAH-RNO,MON,0
IAH-RNO,THU,0
IAH-RNO,FRI,0
IAH-RNO,SAT,64
IAH-RSW,SUN,1756
IAH-RSW,MON,1343
IAH-RSW,TUE,1655
IAH-RSW,WED,1168
IAH-RSW,THU,624
IAH-RSW,FRI,711
IAH-RSW,SAT,1152
IAH-SAN,SUN,4327
IAH-SAN,MON,3569
IAH-SAN,TUE,3326
IAH-SAN,WED,4165
IAH-SAN,THU,4731
IAH-SAN,FRI,2965
IAH-SAN,SAT,2880
IAH-SAT,SUN,5499
IAH-SAT,MON,5298
IAH-SAT,TUE,5500
IAH-SAT,WED,5158
IAH-SAT,THU,5900
IAH-SAT,FRI,4833
IAH-SAT,SAT,3243
IAH-SAV,SUN,871
IAH-SAV,MON,266
IAH-SAV,TUE,1014
IAH-SAV,WED,749
IAH-SAV,THU,612
IAH-SAV,FRI,627
IAH-SAV,SAT,848
IAH-SDF,SUN,785
IAH-SDF,MON,826
IAH-SDF,TUE,871
IAH-SDF,WED,1187
IAH-SDF,THU,759
IAH-SDF,FRI,611
IAH-SDF,SAT,292
IAH-SEA,SUN,3448
IAH-SEA,MON,3294
IAH-SEA,TUE,3171
IAH-SEA,WED,4205
IAH-SEA,THU,4523
IAH-SEA,FRI,3674
IAH-SEA,SAT,2438
IAH-SFO,SUN,11845
IAH-SFO,MON,10203
IAH-SFO,TUE,8023
IAH-SFO,WED,6390
IAH-SFO,THU,9329
IAH-SFO,FRI,8603
IAH-SFO,SAT,9516
IAH-SHV,SUN,1926
IAH-SHV,MON,2473
IAH-SHV,TUE,2503
IAH-SHV,WED,2006
IAH-SHV,THU,2216
IAH-SHV,FRI,1793
IAH-SHV,SAT,1058
IAH-SJC,SUN,717
IAH-SJC,MON,844
IAH-SJC,TUE,894
IAH-SJC,WED,949
IAH-SJC,THU,743
IAH-SJC,FRI,1255
IAH-SJC,SAT,240
IAH-SLC,SUN,3913
IAH-SLC,MON,3746
IAH-SLC,TUE,3577
IAH-SLC,WED,3719
IAH-SLC,THU,3050
IAH-SLC,FRI,3208
IAH-SLC,SAT,2685
IAH-SMF,SUN,1176
IAH-SMF,MON,1049
IAH-SMF,TUE,1142
IAH-SMF,WED,1291
IAH-SMF,THU,816
IAH-SMF,FRI,569
IAH-SMF,SAT,1063
IAH-SNA,SUN,3101
IAH-SNA,MON,2829
IAH-SNA,TUE,2594
IAH-SNA,WED,1616
IAH-SNA,THU,2238
IAH-SNA,FRI,2088
IAH-SNA,SAT,1615
IAH-STL,SUN,603
IAH-STL,MON,979
IAH-STL,TUE,637
IAH-STL,WED,1055
IAH-STL,THU,1245
IAH-STL,FRI,922
IAH-STL,SAT,400
IAH-TPA,SUN,4681
IAH-TPA,MON,4291
IAH-TPA,TUE,4305
IAH-TPA,WED,4518
IAH-TPA,THU,2638
IAH-TPA,FRI,3924
IAH-TPA,SAT,3357
IAH-TUL,SUN,2209
IAH-TUL,MON,1741
IAH-TUL,TUE,2453
IAH-TUL,WED,2102
IAH-TUL,THU,3166
IAH-TUL,FRI,1379
IAH-TUL,SAT,861
IAH-TUS,SUN,2756
IAH-TUS,MON,1804
IAH-TUS,TUE,1746
IAH-TUS,WED,1817
IAH-TUS,THU,1996
IAH-TUS,FRI,1545
IAH-TUS,SAT,907
IAH-TYR,SUN,497
IAH-TYR,MON,1155
IAH-TYR,TUE,951
IAH-TYR,WED,858
IAH-TYR,THU,924
IAH-TYR,FRI,646
IAH-TYR,SAT,329
IAH-TYS,SUN,1240
IAH-TYS,MON,985
IAH-TYS,TUE,1118
IAH-TYS,WED,875
IAH-TYS,THU,1046
IAH-TYS,FRI,614
IAH-TYS,SAT,722
IAH-VPS,SUN,1735
IAH-VPS,MON,1073
IAH-VPS,TUE,958
IAH-VPS,WED,805
IAH-VPS,THU,1269
IAH-VPS,FRI,1231
IAH-VPS,SAT,814
IAH-XNA,SUN,1432
IAH-XNA,MON,1834
IAH-XNA,TUE,2167
IAH-XNA,WED,1825
IAH-XNA,THU,1802
IAH-XNA,FRI,1722
IAH-XNA,SAT,612
JFK-ABQ,SUN,559
JFK-ABQ,MON,630
JFK-ABQ,TUE,850
JFK-ABQ,WED,215
JFK-ABQ,THU,1372
JFK-ABQ,FRI,482
JFK-ABQ,SAT,271
JFK-ACK,SUN,864
JFK-ACK,MON,864
JFK-ACK,TUE,830
JFK-ACK,WED,417
JFK-ACK,THU,183
JFK-ACK,FRI,345
JFK-ACK,SAT,571
JFK-ATL,SUN,3711
JFK-ATL,MON,5981
JFK-ATL,TUE,4901
JFK-ATL,WED,3694
JFK-ATL,THU,4746
JFK-ATL,FRI,3379
JFK-ATL,SAT,3540
JFK-AUS,SUN,4039
JFK-AUS,MON,4312
JFK-AUS,TUE,3919
JFK-AUS,WED,2828
JFK-AUS,THU,3867
JFK-AUS,FRI,2980
JFK-AUS,SAT,3855
JFK-BNA,SUN,574
JFK-BNA,MON,901
JFK-BNA,TUE,1462
JFK-BNA,WED,1660
JFK-BNA,THU,931
JFK-BNA,FRI,428
JFK-BNA,SAT,750
JFK-BOS,SUN,15428
JFK-BOS,MON,11628
JFK-BOS,TUE,13971
JFK-BOS,WED,11141
JFK-BOS,THU,12696
JFK-BOS,FRI,12436
JFK-BOS,SAT,8747
JFK-BTV,SUN,2035
JFK-BTV,MON,2620
JFK-BTV,TUE,2741
JFK-BTV,WED,1807
JFK-BTV,THU,2031
JFK-BTV,FRI,1541
JFK-BTV,SAT,1906
JFK-BUF,SUN,7786
JFK-BUF,MON,7315
JFK-BUF,TUE,4501
JFK-BUF,WED,4150
JFK-BUF,THU,6178
JFK-BUF,FRI,4237
JFK-BUF,SAT,3467
JFK-BUR,SUN,300
JFK-BUR,MON,443
JFK-BUR,TUE,644
JFK-BUR,WED,632
JFK-BUR,THU,826
JFK-BUR,FRI,434
JFK-BUR,SAT,747
JFK-BWI,SUN,765
JFK-BWI,MON,664
JFK-BWI,TUE,770
JFK-BWI,WED,722
JFK-BWI,THU,1224
JFK-BWI,FRI,667
JFK-BWI,SAT,241
JFK-CHS,SUN,1799
JFK-CHS,MON,1562
JFK-CHS,TUE,1707
JFK-CHS,WED,1369
JFK-CHS,THU,2246
JFK-CHS,FRI,2463
JFK-CHS,SAT,1415
JFK-CLE,SUN,324
JFK-CLE,MON,602
JFK-CLE,TUE,307
JFK-CLE,WED,1131
JFK-CLE,THU,602
JFK-CLE,FRI,334
JFK-CLE,SAT,279
JFK-CLT,SUN,4682
JFK-CLT,MON,4337
JFK-CLT,TUE,6490
JFK-CLT,WED,4907
JFK-CLT,THU,5940
JFK-CLT,FRI,5533
JFK-CLT,SAT,3825
JFK-CMH,SUN,1458
JFK-CMH,MON,1569
JFK-CMH,TUE,1974
JFK-CMH,WED,999
JFK-CMH,THU,1016
JFK-CMH,FRI,1338
JFK-CMH,SAT,1252
JFK-CVG,SUN,459
JFK-CVG,MON,807
JFK-CVG,TUE,1413
JFK-CVG,WED,1049
JFK-CVG,THU,357
JFK-CVG,FRI,940
JFK-CVG,SAT,506
JFK-DCA,SUN,1802
JFK-DCA,MON,1902
JFK-DCA,TUE,2027
JFK-DCA,WED,2147
JFK-DCA,THU,3496
JFK-DCA,FRI,2014
JFK-DCA,SAT,2314
JFK-DEN,SUN,3440
JFK-DEN,MON,1870
JFK-DEN,TUE,1439
JFK-DEN,WED,1002
JFK-DEN,THU,1986
JFK-DEN,FRI,2362
JFK-DEN,SAT,1509
JFK-DFW,SUN,835
JFK-DFW,MON,393
JFK-DFW,TUE,1542
JFK-DFW,WED,614
JFK-DFW,THU,797
JFK-DFW,FRI,1096
JFK-DFW,SAT,808
JFK-DTW,SUN,535
JFK-DTW,MON,934
JFK-DTW,TUE,1030
JFK-DTW,WED,404
JFK-DTW,THU,720
JFK-DTW,FRI,356
JFK-DTW,SAT,1160
JFK-EGE,SUN,1918
JFK-EGE,MON,279
JFK-EGE,TUE,324
JFK-EGE,WED,187
JFK-EGE,THU,1091
JFK-EGE,FRI,594
JFK-EGE,SAT,499
JFK-FLL,SUN,13409
JFK-FLL,MON,13155
JFK-FLL,TUE,10501
JFK-FLL,WED,9862
JFK-FLL,THU,12746
JFK-FLL,FRI,10103
JFK-FLL,SAT,8854
JFK-HNL,SUN,1232
JFK-HNL,MON,2551
JFK-HNL,TUE,158
JFK-HNL,WED,392
JFK-HNL,THU,1530
JFK-HNL,FRI,808
JFK-HNL,SAT,1584
JFK-HOU,SUN,797
JFK-HOU,MON,1514
JFK-HOU,TUE,1056
JFK-HOU,WED,716
JFK-HOU,THU,1189
JFK-HOU,FRI,419
JFK-HOU,SAT,495
JFK-HYA,SUN,75
JFK-HYA,MON,186
JFK-HYA,TUE,168
JFK-HYA,WED,162
JFK-HYA,THU,0
JFK-HYA,FRI,17
JFK-HYA,SAT,137
JFK-IAD,SUN,3046
JFK-IAD,MON,3264
JFK-IAD,TUE,2200
JFK-IAD,WED,1541
JFK-IAD,THU,2990
JFK-IAD,FRI,1768
JFK-IAD,SAT,1343
JFK-IND,SUN,470
JFK-IND,MON,209
JFK-IND,TUE,407
JFK-IND,WED,235
JFK-IND,THU,567
JFK-IND,FRI,519
JFK-IND,SAT,64
JFK-JAC,SUN,0
JFK-JAC,SAT,56
JFK-JAX,SUN,2608
JFK-JAX,MON,3324
JFK-JAX,TUE,2244
JFK-JAX,WED,1541
JFK-JAX,THU,2782
JFK-JAX,FRI,2301
JFK-JAX,SAT,2059
JFK-LAS,SUN,7622
JFK-LAS,MON,7526
JFK-LAS,TUE,5871
JFK-LAS,WED,4884
JFK-LAS,THU,6795
JFK-LAS,FRI,6846
JFK-LAS,SAT,8146
JFK-LAX,SUN,23513
JFK-LAX,MON,18947
JFK-LAX,TUE,16819
JFK-LAX,WED,16089
JFK-LAX,THU,21750
JFK-LAX,FRI,19567
JFK-LAX,SAT,13193
JFK-LGB,SUN,1335
JFK-LGB,MON,1178
JFK-LGB,TUE,784
JFK-LGB,WED,676
JFK-LGB,THU,1034
JFK-LGB,FRI,947
JFK-LGB,SAT,784
JFK-MCO,SUN,10861
JFK-MCO,MON,11009
JFK-MCO,TUE,10805
JFK-MCO,WED,8077
JFK-MCO,THU,12993
JFK-MCO,FRI,10850
JFK-MCO,SAT,12091
JFK-MIA,SUN,8525
JFK-MIA,MON,7930
JFK-MIA,TUE,8761
JFK-MIA,WED,7637
JFK-MIA,THU,9459
JFK-MIA,FRI,8128
JFK-MIA,SAT,7828
JFK-MSP,SUN,1075
JFK-MSP,MON,3163
JFK-MSP,TUE,1911
JFK-MSP,WED,1252
JFK-MSP,THU,1482
JFK-MSP,FRI,1691
JFK-MSP,SAT,808
JFK-MSY,SUN,2657
JFK-MSY,MON,2050
JFK-MSY,TUE,1417
JFK-MSY,WED,1461
JFK-MSY,THU,2850
JFK-MSY,FRI,2332
JFK-MSY,SAT,2646
JFK-MVY,SUN,128
JFK-MVY,MON,180
JFK-MVY,TUE,45
JFK-MVY,WED,137
JFK-MVY,THU,106
JFK-MVY,FRI,96
JFK-MVY,SAT,190
JFK-OAK,SUN,338
JFK-OAK,MON,215
JFK-OAK,TUE,144
JFK-OAK,WED,170
JFK-OAK,THU,929
JFK-OAK,FRI,365
JFK-OAK,SAT,267
JFK-ORF,SUN,298
JFK-ORF,MON,125
JFK-ORF,TUE,187
JFK-ORF,WED,340
JFK-ORF,THU,119
JFK-ORF,FRI,530
JFK-ORF,SAT,175
JFK-PBI,SUN,4896
JFK-PBI,MON,5233
JFK-PBI,TUE,5163
JFK-PBI,WED,3588
JFK-PBI,THU,4313
JFK-PBI,FRI,2862
JFK-PBI,SAT,4873
JFK-PDX,SUN,3005
JFK-PDX,MON,3128
JFK-PDX,TUE,2266
JFK-PDX,WED,1499
JFK-PDX,THU,1942
JFK-PDX,FRI,1756
JFK-PDX,SAT,2776
JFK-PHX,SUN,4610
JFK-PHX,MON,4425
JFK-PHX,TUE,4199
JFK-PHX,WED,2935
JFK-PHX,THU,4278
JFK-PHX,FRI,6222
JFK-PHX,SAT,4753
JFK-PIT,SUN,173
JFK-PIT,MON,543
JFK-PIT,TUE,237
JFK-PIT,WED,148
JFK-PIT,THU,221
JFK-PIT,FRI,64
JFK-PIT,SAT,309
JFK-PSP,WED,69
JFK-PSP,SAT,164
JFK-PWM,SUN,2807
JFK-PWM,MON,1895
JFK-PWM,TUE,2152
JFK-PWM,WED,1817
JFK-PWM,THU,2830
JFK-PWM,FRI,1894
JFK-PWM,SAT,1817
JFK-RDU,SUN,3699
JFK-RDU,MON,3167
JFK-RDU,TUE,2829
JFK-RDU,WED,2615
JFK-RDU,THU,3083
JFK-RDU,FRI,2837
JFK-RDU,SAT,2390
JFK-RNO,SUN,528
JFK-RNO,MON,332
JFK-RNO,TUE,370
JFK-RNO,WED,289
JFK-RNO,THU,229
JFK-RNO,FRI,164
JFK-RNO,SAT,327
JFK-ROC,SUN,2371
JFK-ROC,MON,2899
JFK-ROC,TUE,1548
JFK-ROC,WED,1638
JFK-ROC,THU,1895
JFK-ROC,FRI,2223
JFK-ROC,SAT,1793
JFK-RSW,SUN,2825
JFK-RSW,MON,2863
JFK-RSW,TUE,1921
JFK-RSW,WED,2374
JFK-RSW,THU,3772
JFK-RSW,FRI,2149
JFK-RSW,SAT,2557
JFK-SAN,SUN,2303
JFK-SAN,MON,3603
JFK-SAN,TUE,2407
JFK-SAN,WED,3016
JFK-SAN,THU,4019
JFK-SAN,FRI,3467
JFK-SAN,SAT,2523
JFK-SAT,SUN,314
JFK-SAT,MON,237
JFK-SAT,TUE,556
JFK-SAT,WED,309
JFK-SAT,THU,282
JFK-SAT,FRI,454
JFK-SAT,SAT,148
JFK-SAV,SUN,765
JFK-SAV,MON,1466
JFK-SAV,TUE,1403
JFK-SAV,WED,697
JFK-SAV,THU,1767
JFK-SAV,FRI,1003
JFK-SAV,SAT,981
JFK-SEA,SUN,5231
JFK-SEA,MON,3764
JFK-SEA,TUE,4442
JFK-SEA,WED,3611
JFK-SEA,THU,4599
JFK-SEA,FRI,4181
JFK-SEA,SAT,5387
JFK-SFO,SUN,17844
JFK-SFO,MON,17273
JFK-SFO,TUE,15529
JFK-SFO,WED,13472
JFK-SFO,THU,17638
JFK-SFO,FRI,17941
JFK-SFO,SAT,6888
JFK-SJC,SUN,470
JFK-SJC,MON,347
JFK-SJC,TUE,482
JFK-SJC,WED,520
JFK-SJC,THU,840
JFK-SJC,FRI,442
JFK-SJC,SAT,250
JFK-SLC,SUN,4458
JFK-SLC,MON,3800
JFK-SLC,TUE,4296
JFK-SLC,WED,2252
JFK-SLC,THU,3990
JFK-SLC,FRI,2954
JFK-SLC,SAT,4121
JFK-SMF,SUN,658
JFK-SMF,MON,380
JFK-SMF,TUE,247
JFK-SMF,WED,441
JFK-SMF,THU,391
JFK-SMF,FRI,741
JFK-SMF,SAT,598
JFK-SRQ,SUN,316
JFK-SRQ,MON,384
JFK-SRQ,TUE,584
JFK-SRQ,WED,420
JFK-SRQ,THU,814
JFK-SRQ,FRI,465
JFK-SRQ,SAT,217
JFK-SYR,SUN,2944
JFK-SYR,MON,2525
JFK-SYR,TUE,3058
JFK-SYR,WED,2304
JFK-SYR,THU,3128
JFK-SYR,FRI,1937
JFK-SYR,SAT,1316
JFK-TPA,SUN,5656
JFK-TPA,MON,6522
JFK-TPA,TUE,7623
JFK-TPA,WED,3273
JFK-TPA,THU,5933
JFK-TPA,FRI,5955
JFK-TPA,SAT,4326
LAS-ABQ,SUN,1620
LAS-ABQ,MON,2367
LAS-ABQ,TUE,1222
LAS-ABQ,WED,1360
LAS-ABQ,THU,1407
LAS-ABQ,FRI,1851
LAS-ABQ,SAT,1191
LAS-ALB,SUN,587
LAS-ALB,MON,883
LAS-ALB,TUE,528
