ROUTE,DAY,DELAY
DFW-CVG,TUE,3505
DFW-CVG,WED,3222
DFW-CVG,THU,2782
DFW-CVG,FRI,6004
DFW-CVG,SAT,2443
DFW-DAY,SUN,1260
DFW-DAY,MON,1406
DFW-DAY,TUE,820
DFW-DAY,WED,1154
DFW-DAY,THU,1427
DFW-DAY,FRI,1857
DFW-DAY,SAT,1008
DFW-DCA,SUN,5798
DFW-DCA,MON,4931
DFW-DCA,TUE,3719
DFW-DCA,WED,3194
DFW-DCA,THU,4888
DFW-DCA,FRI,6333
DFW-DCA,SAT,3148
DFW-DEN,SUN,11179
DFW-DEN,MON,14165
DFW-DEN,TUE,11156
DFW-DEN,WED,13019
DFW-DEN,THU,15866
DFW-DEN,FRI,14013
DFW-DEN,SAT,9691
DFW-DRO,SUN,1378
DFW-DRO,MON,1214
DFW-DRO,TUE,744
DFW-DRO,WED,886
DFW-DRO,THU,1059
DFW-DRO,FRI,862
DFW-DRO,SAT,1100
DFW-DSM,SUN,1726
DFW-DSM,MON,1867
DFW-DSM,TUE,1176
DFW-DSM,WED,1007
DFW-DSM,THU,1892
DFW-DSM,FRI,1630
DFW-DSM,SAT,980
DFW-DTW,SUN,5119
DFW-DTW,MON,6514
DFW-DTW,TUE,4413
DFW-DTW,WED,5501
DFW-DTW,THU,4160
DFW-DTW,FRI,6929
DFW-DTW,SAT,3898
DFW-EGE,SUN,1221
DFW-EGE,MON,967
DFW-EGE,TUE,869
DFW-EGE,WED,899
DFW-EGE,THU,435
DFW-EGE,FRI,972
DFW-EGE,SAT,1817
DFW-ELP,SUN,1998
DFW-ELP,MON,2988
DFW-ELP,TUE,1800
DFW-ELP,WED,1730
DFW-ELP,THU,1868
DFW-ELP,FRI,2631
DFW-ELP,SAT,2300
DFW-EVV,SUN,665
DFW-EVV,MON,586
DFW-EVV,TUE,510
DFW-EVV,WED,282
DFW-EVV,THU,376
DFW-EVV,FRI,153
DFW-EVV,SAT,320
DFW-EWR,SUN,5856
DFW-EWR,MON,7180
DFW-EWR,TUE,7136
DFW-EWR,WED,7361
DFW-EWR,THU,7356
DFW-EWR,FRI,6399
DFW-EWR,SAT,3233
DFW-FAR,SUN,366
DFW-FAR,MON,1276
DFW-FAR,TUE,390
DFW-FAR,WED,245
DFW-FAR,THU,261
DFW-FAR,FRI,620
DFW-FAR,SAT,548
DFW-FAT,SUN,936
DFW-FAT,MON,1343
DFW-FAT,TUE,561
DFW-FAT,WED,543
DFW-FAT,THU,1202
DFW-FAT,FRI,654
DFW-FAT,SAT,714
DFW-FLL,SUN,4516
DFW-FLL,MON,6215
DFW-FLL,TUE,3774
DFW-FLL,WED,3288
DFW-FLL,THU,5210
DFW-FLL,FRI,7468
DFW-FLL,SAT,4291
DFW-FSD,SUN,1019
DFW-FSD,MON,1121
DFW-FSD,TUE,699
DFW-FSD,WED,466
DFW-FSD,THU,886
DFW-FSD,FRI,861
DFW-FSD,SAT,645
DFW-FSM,SUN,2501
DFW-FSM,MON,3171
DFW-FSM,TUE,2102
DFW-FSM,WED,2485
DFW-FSM,THU,2550
DFW-FSM,FRI,2207
DFW-FSM,SAT,1841
DFW-FWA,SUN,1526
DFW-FWA,MON,1292
DFW-FWA,TUE,844
DFW-FWA,WED,641
DFW-FWA,THU,880
DFW-FWA,FRI,1036
DFW-FWA,SAT,365
DFW-GCK,SUN,1106
DFW-GCK,MON,1126
DFW-GCK,TUE,819
DFW-GCK,WED,686
DFW-GCK,THU,762
DFW-GCK,FRI,669
DFW-GCK,SAT,774
DFW-GGG,SUN,1203
DFW-GGG,MON,958
DFW-GGG,TUE,490
DFW-GGG,WED,408
DFW-GGG,THU,694
DFW-GGG,FRI,724
DFW-GGG,SAT,580
DFW-GJT,SUN,1574
DFW-GJT,MON,1083
DFW-GJT,TUE,1124
DFW-GJT,WED,1228
DFW-GJT,THU,1514
DFW-GJT,FRI,985
DFW-GJT,SAT,1042
DFW-GPT,SUN,1725
DFW-GPT,MON,1993
DFW-GPT,TUE,2579
DFW-GPT,WED,2183
DFW-GPT,THU,1737
DFW-GPT,FRI,1784
DFW-GPT,SAT,1188
DFW-GRI,SUN,693
DFW-GRI,MON,1279
DFW-GRI,TUE,593
DFW-GRI,WED,323
DFW-GRI,THU,1180
DFW-GRI,FRI,1056
DFW-GRI,SAT,511
DFW-GRK,SUN,5194
DFW-GRK,MON,5788
DFW-GRK,TUE,3799
DFW-GRK,WED,3701
DFW-GRK,THU,3685
DFW-GRK,FRI,4364
DFW-GRK,SAT,2232
DFW-GRR,SUN,1380
DFW-GRR,MON,1863
DFW-GRR,TUE,1549
DFW-GRR,WED,1772
DFW-GRR,THU,1389
DFW-GRR,FRI,1606
DFW-GRR,SAT,1727
DFW-GSO,SUN,1294
DFW-GSO,MON,1263
DFW-GSO,TUE,988
DFW-GSO,WED,1170
DFW-GSO,THU,1119
DFW-GSO,FRI,2187
DFW-GSO,SAT,851
DFW-GSP,SUN,1355
DFW-GSP,MON,684
DFW-GSP,TUE,576
DFW-GSP,WED,717
DFW-GSP,THU,649
DFW-GSP,FRI,1121
DFW-GSP,SAT,581
DFW-GUC,SUN,113
DFW-GUC,MON,186
DFW-GUC,TUE,88
DFW-GUC,WED,179
DFW-GUC,THU,182
DFW-GUC,FRI,399
DFW-GUC,SAT,162
DFW-HDN,SUN,323
DFW-HDN,MON,146
DFW-HDN,TUE,54
DFW-HDN,WED,30
DFW-HDN,THU,110
DFW-HDN,FRI,204
DFW-HDN,SAT,430
DFW-HNL,SUN,3838
DFW-HNL,MON,3346
DFW-HNL,TUE,2058
DFW-HNL,WED,1697
DFW-HNL,THU,3345
DFW-HNL,FRI,4151
DFW-HNL,SAT,3075
DFW-HOU,SUN,2809
DFW-HOU,MON,3797
DFW-HOU,TUE,2834
DFW-HOU,WED,3340
DFW-HOU,THU,3316
DFW-HOU,FRI,3282
DFW-HOU,SAT,2588
DFW-HSV,SUN,290
DFW-HSV,MON,501
DFW-HSV,TUE,203
DFW-HSV,WED,258
DFW-HSV,THU,410
DFW-HSV,FRI,190
DFW-HSV,SAT,342
DFW-IAD,SUN,1552
DFW-IAD,MON,2165
DFW-IAD,TUE,1851
DFW-IAD,WED,1958
DFW-IAD,THU,1971
DFW-IAD,FRI,1835
DFW-IAD,SAT,2336
DFW-IAH,SUN,7189
DFW-IAH,MON,9626
DFW-IAH,TUE,5744
DFW-IAH,WED,8203
DFW-IAH,THU,8492
DFW-IAH,FRI,11584
DFW-IAH,SAT,6284
DFW-ICT,SUN,1349
DFW-ICT,MON,1650
DFW-ICT,TUE,1677
DFW-ICT,WED,1029
DFW-ICT,THU,1348
DFW-ICT,FRI,1010
DFW-ICT,SAT,1073
DFW-IND,SUN,3533
DFW-IND,MON,3105
DFW-IND,TUE,1569
DFW-IND,WED,2057
DFW-IND,THU,2251
DFW-IND,FRI,2971
DFW-IND,SAT,1788
DFW-JAC,SUN,584
DFW-JAC,MON,465
DFW-JAC,TUE,1123
DFW-JAC,WED,856
DFW-JAC,THU,826
DFW-JAC,FRI,680
DFW-JAC,SAT,664
DFW-JAN,SUN,4737
DFW-JAN,MON,6063
DFW-JAN,TUE,5035
DFW-JAN,WED,3770
DFW-JAN,THU,5013
DFW-JAN,FRI,3550
DFW-JAN,SAT,3690
DFW-JAX,SUN,2376
DFW-JAX,MON,2373
DFW-JAX,TUE,1638
DFW-JAX,WED,1327
DFW-JAX,THU,2314
DFW-JAX,FRI,2170
DFW-JAX,SAT,1707
DFW-JFK,SUN,1830
DFW-JFK,MON,1283
DFW-JFK,TUE,1647
DFW-JFK,WED,1267
DFW-JFK,THU,1227
DFW-JFK,FRI,1224
DFW-JFK,SAT,1250
DFW-JLN,SUN,1509
DFW-JLN,MON,1322
DFW-JLN,TUE,1759
DFW-JLN,WED,480
DFW-JLN,THU,1879
DFW-JLN,FRI,1431
DFW-JLN,SAT,740
DFW-LAS,SUN,8542
DFW-LAS,MON,7796
DFW-LAS,TUE,4448
DFW-LAS,WED,5513
DFW-LAS,THU,8938
DFW-LAS,FRI,10208
DFW-LAS,SAT,7788
DFW-LAW,SUN,2376
DFW-LAW,MON,1963
DFW-LAW,TUE,1898
DFW-LAW,WED,2716
DFW-LAW,THU,1939
DFW-LAW,FRI,1731
DFW-LAW,SAT,2082
DFW-LAX,SUN,18793
DFW-LAX,MON,15885
DFW-LAX,TUE,10126
DFW-LAX,WED,11691
DFW-LAX,THU,14064
DFW-LAX,FRI,17288
DFW-LAX,SAT,11516
DFW-LBB,SUN,1300
DFW-LBB,MON,2480
DFW-LBB,TUE,1709
DFW-LBB,WED,1519
DFW-LBB,THU,1613
DFW-LBB,FRI,925
DFW-LBB,SAT,1320
DFW-LCH,SUN,1468
DFW-LCH,MON,1486
DFW-LCH,TUE,1069
DFW-LCH,WED,1051
DFW-LCH,THU,1469
DFW-LCH,FRI,2038
DFW-LCH,SAT,1092
DFW-LEX,SUN,1172
DFW-LEX,MON,1813
DFW-LEX,TUE,1837
DFW-LEX,WED,966
DFW-LEX,THU,868
DFW-LEX,FRI,1863
DFW-LEX,SAT,763
DFW-LFT,SUN,2828
DFW-LFT,MON,2957
DFW-LFT,TUE,2633
DFW-LFT,WED,2525
DFW-LFT,THU,2023
DFW-LFT,FRI,2659
DFW-LFT,SAT,1818
DFW-LGA,SUN,8317
DFW-LGA,MON,11272
DFW-LGA,TUE,8107
DFW-LGA,WED,7088
DFW-LGA,THU,8271
DFW-LGA,FRI,8630
DFW-LGA,SAT,3995
DFW-LIT,SUN,3944
DFW-LIT,MON,4013
DFW-LIT,TUE,2965
DFW-LIT,WED,3219
DFW-LIT,THU,2719
DFW-LIT,FRI,2405
DFW-LIT,SAT,1727
DFW-LRD,SUN,1704
DFW-LRD,MON,1658
DFW-LRD,TUE,1401
DFW-LRD,WED,1048
DFW-LRD,THU,2262
DFW-LRD,FRI,2419
DFW-LRD,SAT,1269
DFW-MAF,SUN,2829
DFW-MAF,MON,4158
DFW-MAF,TUE,2871
DFW-MAF,WED,2340
DFW-MAF,THU,1863
DFW-MAF,FRI,1994
DFW-MAF,SAT,2093
DFW-MCI,SUN,4051
DFW-MCI,MON,4534
DFW-MCI,TUE,3153
DFW-MCI,WED,2930
DFW-MCI,THU,3566
DFW-MCI,FRI,4746
DFW-MCI,SAT,2906
DFW-MCO,SUN,8512
DFW-MCO,MON,7977
DFW-MCO,TUE,4892
DFW-MCO,WED,6688
DFW-MCO,THU,7962
DFW-MCO,FRI,8039
DFW-MCO,SAT,6797
DFW-MEI,SUN,885
DFW-MEI,MON,1652
DFW-MEI,TUE,1124
DFW-MEI,WED,1960
DFW-MEI,THU,1188
DFW-MEI,FRI,1382
DFW-MEI,SAT,430
DFW-MEM,SUN,1689
DFW-MEM,MON,1742
DFW-MEM,TUE,805
DFW-MEM,WED,1206
DFW-MEM,THU,1599
DFW-MEM,FRI,2483
DFW-MEM,SAT,760
DFW-MFE,SUN,3562
DFW-MFE,MON,3759
DFW-MFE,TUE,1552
DFW-MFE,WED,2215
DFW-MFE,THU,2403
DFW-MFE,FRI,2360
DFW-MFE,SAT,1645
DFW-MGM,SUN,2227
DFW-MGM,MON,2986
DFW-MGM,TUE,2107
DFW-MGM,WED,1581
DFW-MGM,THU,1654
DFW-MGM,FRI,1652
DFW-MGM,SAT,1477
DFW-MHK,SUN,1535
DFW-MHK,MON,1576
DFW-MHK,TUE,1099
DFW-MHK,WED,785
DFW-MHK,THU,1497
DFW-MHK,FRI,1294
DFW-MHK,SAT,1063
DFW-MIA,SUN,9887
DFW-MIA,MON,9104
DFW-MIA,TUE,7382
DFW-MIA,WED,9390
DFW-MIA,THU,9400
DFW-MIA,FRI,9427
DFW-MIA,SAT,8303
DFW-MKE,SUN,1224
DFW-MKE,MON,2391
DFW-MKE,TUE,972
DFW-MKE,WED,1372
DFW-MKE,THU,1088
DFW-MKE,FRI,1833
DFW-MKE,SAT,876
DFW-MLI,SUN,1404
DFW-MLI,MON,1335
DFW-MLI,TUE,1415
DFW-MLI,WED,1547
DFW-MLI,THU,2097
DFW-MLI,FRI,1319
DFW-MLI,SAT,961
DFW-MLU,SUN,2089
DFW-MLU,MON,2945
DFW-MLU,TUE,2172
DFW-MLU,WED,2576
DFW-MLU,THU,2368
DFW-MLU,FRI,1760
DFW-MLU,SAT,1054
DFW-MOB,SUN,1701
DFW-MOB,MON,1505
DFW-MOB,TUE,1816
DFW-MOB,WED,1316
DFW-MOB,THU,2010
DFW-MOB,FRI,1759
DFW-MOB,SAT,938
DFW-MSN,SUN,1437
DFW-MSN,MON,2456
DFW-MSN,TUE,1430
DFW-MSN,WED,1149
DFW-MSN,THU,917
DFW-MSN,FRI,1744
DFW-MSN,SAT,946
DFW-MSP,SUN,4963
DFW-MSP,MON,5595
DFW-MSP,TUE,2860
DFW-MSP,WED,3830
DFW-MSP,THU,4735
DFW-MSP,FRI,5891
DFW-MSP,SAT,3547
DFW-MSY,SUN,5138
DFW-MSY,MON,5624
DFW-MSY,TUE,2609
DFW-MSY,WED,4141
DFW-MSY,THU,5037
DFW-MSY,FRI,4030
DFW-MSY,SAT,3657
DFW-MTJ,SUN,79
DFW-MTJ,MON,267
DFW-MTJ,TUE,112
DFW-MTJ,WED,87
DFW-MTJ,THU,36
DFW-MTJ,FRI,102
DFW-MTJ,SAT,232
DFW-MYR,SUN,157
DFW-MYR,TUE,60
DFW-MYR,THU,141
DFW-OAK,SUN,230
DFW-OAK,MON,82
DFW-OAK,TUE,304
DFW-OAK,WED,539
DFW-OAK,THU,316
DFW-OAK,FRI,18
DFW-OAK,SAT,17
DFW-OGG,SUN,3407
DFW-OGG,MON,3111
DFW-OGG,TUE,2456
DFW-OGG,WED,1041
DFW-OGG,THU,1682
DFW-OGG,FRI,2021
DFW-OGG,SAT,1628
DFW-OKC,SUN,4664
DFW-OKC,MON,6921
DFW-OKC,TUE,4303
DFW-OKC,WED,5715
DFW-OKC,THU,3995
DFW-OKC,FRI,6071
DFW-OKC,SAT,3479
DFW-OMA,SUN,1749
DFW-OMA,MON,2924
DFW-OMA,TUE,1790
DFW-OMA,WED,1684
DFW-OMA,THU,1570
DFW-OMA,FRI,2071
DFW-OMA,SAT,1464
DFW-ONT,SUN,2514
DFW-ONT,MON,2780
DFW-ONT,TUE,1489
DFW-ONT,WED,2471
DFW-ONT,THU,2645
DFW-ONT,FRI,2333
DFW-ONT,SAT,1834
DFW-ORD,SUN,15395
DFW-ORD,MON,25785
DFW-ORD,TUE,12057
DFW-ORD,WED,16542
DFW-ORD,THU,16626
DFW-ORD,FRI,21302
DFW-ORD,SAT,12366
DFW-ORF,SUN,1328
DFW-ORF,MON,1864
DFW-ORF,TUE,778
DFW-ORF,WED,566
DFW-ORF,THU,737
DFW-ORF,FRI,1085
DFW-ORF,SAT,480
DFW-PBI,SUN,2015
DFW-PBI,MON,1647
DFW-PBI,TUE,998
DFW-PBI,WED,911
DFW-PBI,THU,1312
DFW-PBI,FRI,1025
DFW-PBI,SAT,1474
DFW-PDX,SUN,2833
DFW-PDX,MON,2578
DFW-PDX,TUE,1164
DFW-PDX,WED,1499
DFW-PDX,THU,2691
DFW-PDX,FRI,2128
DFW-PDX,SAT,1544
DFW-PHL,SUN,6812
DFW-PHL,MON,8585
DFW-PHL,TUE,6299
DFW-PHL,WED,5896
DFW-PHL,THU,6084
DFW-PHL,FRI,7029
DFW-PHL,SAT,6212
DFW-PHX,SUN,6830
DFW-PHX,MON,6117
DFW-PHX,TUE,4265
DFW-PHX,WED,5240
DFW-PHX,THU,7245
DFW-PHX,FRI,9119
DFW-PHX,SAT,7197
DFW-PIA,SUN,2035
DFW-PIA,MON,1362
DFW-PIA,TUE,697
DFW-PIA,WED,1406
DFW-PIA,THU,1708
DFW-PIA,FRI,971
DFW-PIA,SAT,1127
DFW-PIT,SUN,2652
DFW-PIT,MON,3362
DFW-PIT,TUE,1571
DFW-PIT,WED,1937
DFW-PIT,THU,1566
DFW-PIT,FRI,1756
DFW-PIT,SAT,1325
DFW-PNS,SUN,2012
DFW-PNS,MON,1881
DFW-PNS,TUE,2040
DFW-PNS,WED,1687
DFW-PNS,THU,2148
DFW-PNS,FRI,3163
DFW-PNS,SAT,1485
DFW-PSP,SUN,1384
DFW-PSP,MON,1478
DFW-PSP,TUE,793
DFW-PSP,WED,1887
DFW-PSP,THU,938
DFW-PSP,FRI,1575
DFW-PSP,SAT,1092
DFW-RAP,SUN,971
DFW-RAP,MON,1163
DFW-RAP,TUE,481
DFW-RAP,WED,1101
DFW-RAP,THU,582
DFW-RAP,FRI,853
DFW-RAP,SAT,610
DFW-RDU,SUN,2101
DFW-RDU,MON,3652
DFW-RDU,TUE,1765
DFW-RDU,WED,1795
DFW-RDU,THU,2148
DFW-RDU,FRI,2713
DFW-RDU,SAT,2083
DFW-RIC,SUN,609
DFW-RIC,MON,1477
DFW-RIC,TUE,578
DFW-RIC,WED,1582
DFW-RIC,THU,1634
DFW-RIC,FRI,1010
DFW-RIC,SAT,685
DFW-RNO,SUN,1122
DFW-RNO,MON,2065
DFW-RNO,TUE,312
DFW-RNO,WED,834
DFW-RNO,THU,1161
DFW-RNO,FRI,1213
DFW-RNO,SAT,504
DFW-ROW,SUN,1809
DFW-ROW,MON,1721
DFW-ROW,TUE,956
DFW-ROW,WED,1118
DFW-ROW,THU,1260
DFW-ROW,FRI,1053
DFW-ROW,SAT,1155
DFW-RSW,SUN,2677
DFW-RSW,MON,2843
DFW-RSW,TUE,1497
DFW-RSW,WED,1030
DFW-RSW,THU,2015
DFW-RSW,FRI,2256
DFW-RSW,SAT,1665
DFW-SAF,SUN,1154
DFW-SAF,MON,1053
DFW-SAF,TUE,1228
DFW-SAF,WED,1551
DFW-SAF,THU,1241
DFW-SAF,FRI,1319
DFW-SAF,SAT,821
DFW-SAN,SUN,5383
DFW-SAN,MON,5880
DFW-SAN,TUE,4474
DFW-SAN,WED,5643
DFW-SAN,THU,6846
DFW-SAN,FRI,8518
DFW-SAN,SAT,4929
DFW-SAT,SUN,6659
DFW-SAT,MON,8103
DFW-SAT,TUE,4826
DFW-SAT,WED,6023
DFW-SAT,THU,7370
DFW-SAT,FRI,9370
DFW-SAT,SAT,4716
DFW-SAV,SUN,1497
DFW-SAV,MON,1870
DFW-SAV,TUE,827
DFW-SAV,WED,1248
DFW-SAV,THU,1368
DFW-SAV,FRI,1397
DFW-SAV,SAT,1307
DFW-SDF,SUN,286
DFW-SDF,MON,442
DFW-SDF,TUE,221
DFW-SDF,WED,685
DFW-SDF,THU,380
DFW-SDF,FRI,449
DFW-SDF,SAT,248
DFW-SEA,SUN,3989
DFW-SEA,MON,4528
DFW-SEA,TUE,2873
DFW-SEA,WED,3652
DFW-SEA,THU,4613
DFW-SEA,FRI,4432
DFW-SEA,SAT,2783
DFW-SFO,SUN,11971
DFW-SFO,MON,13604
DFW-SFO,TUE,8807
DFW-SFO,WED,8631
DFW-SFO,THU,10842
DFW-SFO,FRI,12844
DFW-SFO,SAT,6505
DFW-SGF,SUN,4539
DFW-SGF,MON,5136
DFW-SGF,TUE,4089
DFW-SGF,WED,3136
DFW-SGF,THU,3177
DFW-SGF,FRI,4431
DFW-SGF,SAT,2466
DFW-SHV,SUN,5701
DFW-SHV,MON,5652
DFW-SHV,TUE,6503
DFW-SHV,WED,5135
DFW-SHV,THU,5001
DFW-SHV,FRI,5151
DFW-SHV,SAT,3771
DFW-SJC,SUN,2710
DFW-SJC,MON,3174
DFW-SJC,TUE,1479
DFW-SJC,WED,1703
DFW-SJC,THU,2468
DFW-SJC,FRI,2117
DFW-SJC,SAT,1566
DFW-SJT,SUN,1868
DFW-SJT,MON,2852
DFW-SJT,TUE,1642
DFW-SJT,WED,1680
DFW-SJT,THU,1678
DFW-SJT,FRI,2381
DFW-SJT,SAT,1807
DFW-SLC,SUN,3807
DFW-SLC,MON,6049
DFW-SLC,TUE,2340
DFW-SLC,WED,4459
DFW-SLC,THU,4631
DFW-SLC,FRI,6782
DFW-SLC,SAT,4414
DFW-SMF,SUN,1745
DFW-SMF,MON,2678
DFW-SMF,TUE,1217
DFW-SMF,WED,1684
DFW-SMF,THU,1810
DFW-SMF,FRI,2215
DFW-SMF,SAT,1618
DFW-SNA,SUN,4421
DFW-SNA,MON,3940
DFW-SNA,TUE,2181
DFW-SNA,WED,3210
DFW-SNA,THU,3259
DFW-SNA,FRI,4300
DFW-SNA,SAT,2521
DFW-SPI,SUN,1586
DFW-SPI,MON,961
DFW-SPI,TUE,561
DFW-SPI,WED,1211
DFW-SPI,THU,1332
DFW-SPI,FRI,1140
DFW-SPI,SAT,780
DFW-SPS,SUN,2395
DFW-SPS,MON,2448
DFW-SPS,TUE,1579
DFW-SPS,WED,930
DFW-SPS,THU,1684
DFW-SPS,FRI,1575
DFW-SPS,SAT,1607
DFW-STL,SUN,2218
DFW-STL,MON,4809
DFW-STL,TUE,2180
DFW-STL,WED,3326
DFW-STL,THU,4355
DFW-STL,FRI,3831
DFW-STL,SAT,2880
DFW-TLH,SUN,1823
DFW-TLH,MON,1126
DFW-TLH,TUE,1063
DFW-TLH,WED,2434
DFW-TLH,THU,1716
DFW-TLH,FRI,2574
DFW-TLH,SAT,1051
DFW-TPA,SUN,5297
DFW-TPA,MON,4920
DFW-TPA,TUE,2931
DFW-TPA,WED,4533
DFW-TPA,THU,4290
DFW-TPA,FRI,5042
DFW-TPA,SAT,4189
DFW-TUL,SUN,4704
DFW-TUL,MON,5641
DFW-TUL,TUE,3411
DFW-TUL,WED,3749
DFW-TUL,THU,4818
DFW-TUL,FRI,5807
DFW-TUL,SAT,3459
DFW-TUS,SUN,3225
DFW-TUS,MON,4978
DFW-TUS,TUE,2078
DFW-TUS,WED,3326
DFW-TUS,THU,3910
DFW-TUS,FRI,4127
DFW-TUS,SAT,2789
DFW-TXK,SUN,1275
DFW-TXK,MON,1146
DFW-TXK,TUE,903
DFW-TXK,WED,597
DFW-TXK,THU,1141
DFW-TXK,FRI,1327
DFW-TXK,SAT,1346
DFW-TYR,SUN,2951
DFW-TYR,MON,2921
DFW-TYR,TUE,2980
DFW-TYR,WED,2461
DFW-TYR,THU,3113
DFW-TYR,FRI,3361
DFW-TYR,SAT,2029
DFW-TYS,SUN,4673
DFW-TYS,MON,4839
DFW-TYS,TUE,3985
DFW-TYS,WED,5225
DFW-TYS,THU,4713
DFW-TYS,FRI,4781
DFW-TYS,SAT,3187
DFW-VPS,SUN,3162
DFW-VPS,MON,3862
DFW-VPS,TUE,3874
DFW-VPS,WED,4469
DFW-VPS,THU,3517
DFW-VPS,FRI,3614
DFW-VPS,SAT,3401
DFW-XNA,SUN,6267
DFW-XNA,MON,7381
DFW-XNA,TUE,4988
DFW-XNA,WED,5272
DFW-XNA,THU,4755
DFW-XNA,FRI,4719
DFW-XNA,SAT,2484
DTW-ABE,SUN,1075
DTW-ABE,MON,692
DTW-ABE,TUE,743
DTW-ABE,WED,834
DTW-ABE,THU,1580
DTW-ABE,FRI,1211
DTW-ABE,SAT,0
DTW-ACY,SUN,318
DTW-ACY,MON,315
DTW-ACY,TUE,434
DTW-ACY,WED,316
DTW-ACY,THU,449
DTW-ACY,FRI,217
DTW-ACY,SAT,339
DTW-ALB,SUN,264
DTW-ALB,MON,631
DTW-ALB,TUE,601
DTW-ALB,WED,1165
DTW-ALB,THU,837
DTW-ALB,FRI,660
DTW-ALB,SAT,1075
DTW-APN,SUN,531
DTW-APN,MON,633
DTW-APN,TUE,1361
DTW-APN,WED,1518
DTW-APN,THU,750
DTW-APN,FRI,1139
DTW-APN,SAT,95
DTW-ATL,SUN,6932
DTW-ATL,MON,9516
DTW-ATL,TUE,7995
DTW-ATL,WED,8044
DTW-ATL,THU,7785
DTW-ATL,FRI,6193
DTW-ATL,SAT,6038
DTW-ATW,SUN,408
DTW-ATW,MON,740
DTW-ATW,TUE,803
DTW-ATW,WED,863
DTW-ATW,THU,650
DTW-ATW,FRI,922
DTW-ATW,SAT,290
DTW-AUS,SUN,836
DTW-AUS,MON,235
DTW-AUS,TUE,990
DTW-AUS,WED,669
DTW-AUS,THU,553
DTW-AUS,FRI,242
DTW-AUS,SAT,118
DTW-AVP,SUN,688
DTW-AVP,MON,892
DTW-AVP,TUE,590
DTW-AVP,WED,690
DTW-AVP,THU,593
DTW-AVP,FRI,1495
DTW-AVP,SAT,136
DTW-AZO,SUN,229
DTW-AZO,MON,449
DTW-AZO,TUE,462
DTW-AZO,WED,1005
DTW-AZO,THU,675
DTW-AZO,FRI,429
DTW-AZO,SAT,80
DTW-BDL,SUN,2234
DTW-BDL,MON,2460
DTW-BDL,TUE,2580
DTW-BDL,WED,2127
DTW-BDL,THU,2093
DTW-BDL,FRI,1261
DTW-BDL,SAT,754
DTW-BGM,SUN,61
DTW-BGM,MON,704
DTW-BGM,TUE,305
DTW-BGM,WED,293
DTW-BGM,THU,519
DTW-BGM,FRI,544
DTW-BGM,SAT,45
DTW-BGR,SUN,495
DTW-BGR,MON,715
DTW-BGR,TUE,368
DTW-BGR,WED,90
DTW-BGR,THU,270
DTW-BGR,FRI,256
DTW-BGR,SAT,180
DTW-BHM,SUN,922
DTW-BHM,MON,768
DTW-BHM,TUE,597
DTW-BHM,WED,1230
DTW-BHM,THU,1436
DTW-BHM,FRI,578
DTW-BHM,SAT,684
DTW-BMI,SUN,315
DTW-BMI,MON,467
DTW-BMI,TUE,100
DTW-BMI,WED,124
DTW-BMI,THU,272
DTW-BMI,FRI,129
DTW-BMI,SAT,0
DTW-BNA,SUN,2331
DTW-BNA,MON,3146
DTW-BNA,TUE,2299
DTW-BNA,WED,2646
DTW-BNA,THU,2515
DTW-BNA,FRI,2792
DTW-BNA,SAT,1248
DTW-BOS,SUN,5096
DTW-BOS,MON,6225
DTW-BOS,TUE,5904
DTW-BOS,WED,4703
DTW-BOS,THU,4547
DTW-BOS,FRI,3574
DTW-BOS,SAT,3080
DTW-BTV,SUN,759
DTW-BTV,MON,1158
DTW-BTV,TUE,1710
DTW-BTV,WED,1798
DTW-BTV,THU,1450
DTW-BTV,FRI,1221
DTW-BTV,SAT,235
DTW-BUF,SUN,532
DTW-BUF,MON,1309
DTW-BUF,TUE,1213
DTW-BUF,WED,904
DTW-BUF,THU,1197
DTW-BUF,FRI,723
DTW-BUF,SAT,724
DTW-BWI,SUN,3694
DTW-BWI,MON,5702
DTW-BWI,TUE,2955
DTW-BWI,WED,2499
DTW-BWI,THU,3092
DTW-BWI,FRI,2638
DTW-BWI,SAT,1829
DTW-CAK,SUN,236
DTW-CAK,MON,389
DTW-CAK,TUE,43
DTW-CAK,WED,779
DTW-CAK,THU,59
DTW-CAK,FRI,915
DTW-CAK,SAT,0
DTW-CHA,SUN,452
DTW-CHA,MON,1003
DTW-CHA,TUE,359
DTW-CHA,WED,417
DTW-CHA,THU,676
DTW-CHA,FRI,1032
DTW-CHA,SAT,24
DTW-CHS,SUN,581
DTW-CHS,MON,328
DTW-CHS,TUE,149
DTW-CHS,WED,189
DTW-CHS,THU,170
DTW-CHS,FRI,333
DTW-CHS,SAT,156
DTW-CID,SUN,538
DTW-CID,MON,1816
DTW-CID,TUE,1868
DTW-CID,WED,970
DTW-CID,THU,838
DTW-CID,FRI,1497
DTW-CID,SAT,736
DTW-CIU,SUN,532
DTW-CIU,MON,854
DTW-CIU,TUE,1108
DTW-CIU,WED,1409
DTW-CIU,THU,762
DTW-CIU,FRI,1133
DTW-CIU,SAT,849
DTW-CLE,SUN,1336
DTW-CLE,MON,864
DTW-CLE,TUE,1366
DTW-CLE,WED,1290
DTW-CLE,THU,1323
DTW-CLE,FRI,774
DTW-CLE,SAT,1231
DTW-CLT,SUN,3573
DTW-CLT,MON,4295
DTW-CLT,TUE,4084
DTW-CLT,WED,4012
DTW-CLT,THU,4162
